State,Value,Category,Year,Dataset,State_Total,Crime_Share,Dataset_Total,Contribution_%,Prev_Value,Growth_Rate,Crime_Rank_State,State_Rank,Intensity,Log_Value,Frequency,Metric
Madhya Pradesh,2832,Kidnapping and Abduction - Other Kidnapping & Abduction,2022,Children,466425,0.006071716,219834,1.288244767,2832,0,31,336,Low,7.9490915,Rare,I
Maharashtra,3928,Kidnapping and Abduction - Other Kidnapping & Abduction,2022,Children,515343,0.007622108,219834,1.786802769,3928,0,30,255,Low,8.27614022,Rare,I
Manipur,3,Kidnapping and Abduction - Other Kidnapping & Abduction,2022,Children,3876,0.000773994,219834,0.001364666,3,0,80.5,4336,Low,1.386294361,Rare,I
Meghalaya,27,Kidnapping and Abduction - Other Kidnapping & Abduction,2022,Children,4567,0.005911977,219834,0.012281995,27,0,40.5,2613,Low,3.33220451,Rare,I
Mizoram,1,Kidnapping and Abduction - Other Kidnapping & Abduction,2022,Children,3946,0.000253421,219834,0.000454889,1,0,87,5151,Low,0.693147181,Rare,I
Nagaland,1,Kidnapping and Abduction - Other Kidnapping & Abduction,2022,Children,1167,0.000856898,219834,0.000454889,1,0,66,5151,Low,0.693147181,Rare,I
Odisha,190,Kidnapping and Abduction - Other Kidnapping & Abduction,2022,Children,223081,0.000851709,219834,0.086428851,190,0,58,1410,Low,5.252273428,Rare,I
Punjab,14,Kidnapping and Abduction - Other Kidnapping & Abduction,2022,Children,59166,0.000236622,219834,0.006368442,14,0,111.5,3125,Low,2.708050201,Rare,I
Rajasthan,1113,Kidnapping and Abduction - Other Kidnapping & Abduction,2022,Children,320272,0.003475171,219834,0.506291111,1113,0,41,630,Low,7.01571242,Rare,I
Sikkim,19,Kidnapping and Abduction - Other Kidnapping & Abduction,2022,Children,995,0.019095477,219834,0.008642885,19,0,16.5,2864,Low,2.995732274,Rare,I
Tamil Nadu,54,Kidnapping and Abduction - Other Kidnapping & Abduction,2022,Children,250987,0.000215151,219834,0.024563989,54,0,98.5,2120.5,Low,4.007333185,Rare,I
Telangana,790,Kidnapping and Abduction - Other Kidnapping & Abduction,2022,Children,219688,0.003596009,219834,0.359362064,790,0,49,760,Low,6.673297968,Rare,I
Tripura,32,Kidnapping and Abduction - Other Kidnapping & Abduction,2022,Children,5809,0.005508693,219834,0.014556438,32,0,34,2472,Low,3.496507561,Rare,I
Uttar Pradesh,1704,Kidnapping and Abduction - Other Kidnapping & Abduction,2022,Children,583589,0.002919863,219834,0.775130326,1704,0,57,479,Low,7.44132039,Rare,I
Uttarakhand,2,Kidnapping and Abduction - Other Kidnapping & Abduction,2022,Children,26609,7.52E-05,219834,0.000909777,2,0,131.5,4633.5,Low,1.098612289,Rare,I
West Bengal,2551,Kidnapping and Abduction - Other Kidnapping & Abduction,2022,Children,231029,0.011041904,219834,1.160421045,2551,0,18,364,Low,7.844632644,Rare,I
A&N Islands,6,Kidnapping and Abduction - Other Kidnapping & Abduction,2022,Children,890,0.006741573,219834,0.002729332,6,0,33,3765,Low,1.945910149,Rare,I
Chandigarh,8,Kidnapping and Abduction - Other Kidnapping & Abduction,2022,Children,3812,0.002098636,219834,0.00363911,8,0,51.5,3550,Low,2.197224577,Rare,I
D&N Haveli and Daman & Diu,1,Kidnapping and Abduction - Other Kidnapping & Abduction,2022,Children,1792,0.000558036,219834,0.000454889,1,0,72,5151,Low,0.693147181,Rare,I
Delhi,2521,Kidnapping and Abduction - Other Kidnapping & Abduction,2022,Children,337892,0.007460964,219834,1.146774384,2521,0,18,369,Low,7.832807517,Rare,I
Jammu & Kashmir,292,Kidnapping and Abduction - Other Kidnapping & Abduction,2022,Children,34632,0.008431508,219834,0.132827497,292,0,30,1202,Low,5.680172609,Rare,I
Ladakh,0,Kidnapping and Abduction - Other Kidnapping & Abduction,2022,Children,527,0,219834,0,0,0,152.5,7369,Low,0,Rare,I
Lakshadweep,0,Kidnapping and Abduction - Other Kidnapping & Abduction,2022,Children,141,0,219834,0,0,0,146.5,7369,Low,0,Rare,I
Puducherry,0,Kidnapping and Abduction - Other Kidnapping & Abduction,2022,Children,4303,0,219834,0,0,0,164.5,7369,Low,0,Rare,I
Andhra Pradesh,2,Kidnapping for Begging,2022,Children,209688,9.54E-06,219834,0.000909777,487,-99.58932238,188,4633.5,Low,1.098612289,Rare,I
Arunachal Pradesh,0,Kidnapping for Begging,2022,Children,3253,0,219834,0,52,-100,186.5,7369,Low,0,Rare,I
Assam,13,Kidnapping for Begging,2022,Children,117651,0.000110496,219834,0.005913553,2704,-99.51923077,135.5,3178.5,Low,2.63905733,Rare,I
Bihar,0,Kidnapping for Begging,2022,Children,345176,0,219834,0,3918,-100,215,7369,Low,0,Rare,I
Chhattisgarh,0,Kidnapping for Begging,2022,Children,118806,0,219834,0,2612,-100,221,7369,Low,0,Rare,I
Goa,0,Kidnapping for Begging,2022,Children,3516,0,219834,0,44,-100,187,7369,Low,0,Rare,I
Gujarat,1,Kidnapping for Begging,2022,Children,158905,6.29E-06,219834,0.000454889,1210,-99.91735537,199,5151,Low,0.693147181,Rare,I
Haryana,0,Kidnapping for Begging,2022,Children,156840,0,219834,0,2050,-100,227.5,7369,Low,0,Rare,I
Himachal Pradesh,0,Kidnapping for Begging,2022,Children,19548,0,219834,0,393,-100,205,7369,Low,0,Rare,I
Jharkhand,7,Kidnapping for Begging,2022,Children,71319,9.82E-05,219834,0.003184221,583,-98.79931389,136,3652,Low,2.079441542,Rare,I
Karnataka,1,Kidnapping for Begging,2022,Children,194040,5.15E-06,219834,0.000454889,2546,-99.9607227,195.5,5151,Low,0.693147181,Rare,I
Kerala,0,Kidnapping for Begging,2022,Children,265915,0,219834,0,259,-100,230.5,7369,Low,0,Rare,I
Madhya Pradesh,1,Kidnapping for Begging,2022,Children,466425,2.14E-06,219834,0.000454889,9137,-99.98905549,210,5151,Low,0.693147181,Rare,I
Maharashtra,9,Kidnapping for Begging,2022,Children,515343,1.75E-05,219834,0.004093998,9555,-99.90580848,179,3456,Low,2.302585093,Rare,I
Manipur,1,Kidnapping for Begging,2022,Children,3876,0.000257998,219834,0.000454889,36,-97.22222222,119,5151,Low,0.693147181,Rare,I
Meghalaya,1,Kidnapping for Begging,2022,Children,4567,0.000218962,219834,0.000454889,63,-98.41269841,127.5,5151,Low,0.693147181,Rare,I
Mizoram,0,Kidnapping for Begging,2022,Children,3946,0,219834,0,2,-100,176,7369,Low,0,Rare,I
Nagaland,0,Kidnapping for Begging,2022,Children,1167,0,219834,0,10,-100,166,7369,Low,0,Rare,I
Odisha,0,Kidnapping for Begging,2022,Children,223081,0,219834,0,5187,-100,207,7369,Low,0,Rare,I
Punjab,0,Kidnapping for Begging,2022,Children,59166,0,219834,0,1440,-100,222,7369,Low,0,Rare,I
Rajasthan,0,Kidnapping for Begging,2022,Children,320272,0,219834,0,3593,-100,229,7369,Low,0,Rare,I
Sikkim,0,Kidnapping for Begging,2022,Children,995,0,219834,0,38,-100,168,7369,Low,0,Rare,I
Tamil Nadu,1,Kidnapping for Begging,2022,Children,250987,3.98E-06,219834,0.000454889,259,-99.61389961,196,5151,Low,0.693147181,Rare,I
Telangana,0,Kidnapping for Begging,2022,Children,219688,0,219834,0,1748,-100,231,7369,Low,0,Rare,I
Tripura,0,Kidnapping for Begging,2022,Children,5809,0,219834,0,106,-100,187,7369,Low,0,Rare,I
Uttar Pradesh,0,Kidnapping for Begging,2022,Children,583589,0,219834,0,6814,-100,234,7369,Low,0,Rare,I
Uttarakhand,0,Kidnapping for Begging,2022,Children,26609,0,219834,0,239,-100,203.5,7369,Low,0,Rare,I
West Bengal,0,Kidnapping for Begging,2022,Children,231029,0,219834,0,6394,-100,220.5,7369,Low,0,Rare,I
A&N Islands,0,Kidnapping for Begging,2022,Children,890,0,219834,0,6,-100,175.5,7369,Low,0,Rare,I
Chandigarh,0,Kidnapping for Begging,2022,Children,3812,0,219834,0,149,-100,185,7369,Low,0,Rare,I
D&N Haveli and Daman & Diu,0,Kidnapping for Begging,2022,Children,1792,0,219834,0,46,-100,169,7369,Low,0,Rare,I
Delhi,0,Kidnapping for Begging,2022,Children,337892,0,219834,0,5053,-100,219.5,7369,Low,0,Rare,I
Jammu & Kashmir,0,Kidnapping for Begging,2022,Children,34632,0,219834,0,478,-100,207.5,7369,Low,0,Rare,I
Ladakh,0,Kidnapping for Begging,2022,Children,527,0,219834,0,0,0,152.5,7369,Low,0,Rare,I
Lakshadweep,0,Kidnapping for Begging,2022,Children,141,0,219834,0,0,0,146.5,7369,Low,0,Rare,I
Puducherry,0,Kidnapping for Begging,2022,Children,4303,0,219834,0,34,-100,164.5,7369,Low,0,Rare,I
Andhra Pradesh,0,Kidnapping to Murder,2022,Children,209688,0,219834,0,2,-100,234,7369,Low,0,Rare,I
Arunachal Pradesh,0,Kidnapping to Murder,2022,Children,3253,0,219834,0,0,0,186.5,7369,Low,0,Rare,I
Assam,6,Kidnapping to Murder,2022,Children,117651,5.10E-05,219834,0.002729332,13,-53.84615385,145.5,3765,Low,1.945910149,Rare,I
Bihar,5,Kidnapping to Murder,2022,Children,345176,1.45E-05,219834,0.002274443,0,inf,129,3919.5,Low,1.791759469,Rare,I
Chhattisgarh,0,Kidnapping to Murder,2022,Children,118806,0,219834,0,0,0,221,7369,Low,0,Rare,I
Goa,0,Kidnapping to Murder,2022,Children,3516,0,219834,0,0,0,187,7369,Low,0,Rare,I
Gujarat,2,Kidnapping to Murder,2022,Children,158905,1.26E-05,219834,0.000909777,1,100,183.5,4633.5,Low,1.098612289,Rare,I
Haryana,1,Kidnapping to Murder,2022,Children,156840,6.38E-06,219834,0.000454889,0,inf,190,5151,Low,0.693147181,Rare,I
Himachal Pradesh,0,Kidnapping to Murder,2022,Children,19548,0,219834,0,0,0,205,7369,Low,0,Rare,I
Jharkhand,2,Kidnapping to Murder,2022,Children,71319,2.80E-05,219834,0.000909777,7,-71.42857143,172,4633.5,Low,1.098612289,Rare,I
Karnataka,0,Kidnapping to Murder,2022,Children,194040,0,219834,0,1,-100,230,7369,Low,0,Rare,I
Kerala,0,Kidnapping to Murder,2022,Children,265915,0,219834,0,0,0,230.5,7369,Low,0,Rare,I
Madhya Pradesh,1,Kidnapping to Murder,2022,Children,466425,2.14E-06,219834,0.000454889,1,0,210,5151,Low,0.693147181,Rare,I
Maharashtra,4,Kidnapping to Murder,2022,Children,515343,7.76E-06,219834,0.001819555,9,-55.55555556,198.5,4117,Low,1.609437912,Rare,I
Manipur,0,Kidnapping to Murder,2022,Children,3876,0,219834,0,1,-100,196.5,7369,Low,0,Rare,I
Meghalaya,0,Kidnapping to Murder,2022,Children,4567,0,219834,0,1,-100,198.5,7369,Low,0,Rare,I
Mizoram,0,Kidnapping to Murder,2022,Children,3946,0,219834,0,0,0,176,7369,Low,0,Rare,I
Nagaland,0,Kidnapping to Murder,2022,Children,1167,0,219834,0,0,0,166,7369,Low,0,Rare,I
Odisha,0,Kidnapping to Murder,2022,Children,223081,0,219834,0,0,0,207,7369,Low,0,Rare,I
Punjab,2,Kidnapping to Murder,2022,Children,59166,3.38E-05,219834,0.000909777,0,inf,161,4633.5,Low,1.098612289,Rare,I
Rajasthan,0,Kidnapping to Murder,2022,Children,320272,0,219834,0,0,0,229,7369,Low,0,Rare,I
Sikkim,0,Kidnapping to Murder,2022,Children,995,0,219834,0,0,0,168,7369,Low,0,Rare,I
Tamil Nadu,0,Kidnapping to Murder,2022,Children,250987,0,219834,0,1,-100,229.5,7369,Low,0,Rare,I
Telangana,0,Kidnapping to Murder,2022,Children,219688,0,219834,0,0,0,231,7369,Low,0,Rare,I
Tripura,0,Kidnapping to Murder,2022,Children,5809,0,219834,0,0,0,187,7369,Low,0,Rare,I
Uttar Pradesh,14,Kidnapping to Murder,2022,Children,583589,2.40E-05,219834,0.006368442,0,inf,163.5,3125,Low,2.708050201,Rare,I
Uttarakhand,0,Kidnapping to Murder,2022,Children,26609,0,219834,0,0,0,203.5,7369,Low,0,Rare,I
West Bengal,2,Kidnapping to Murder,2022,Children,231029,8.66E-06,219834,0.000909777,0,inf,161,4633.5,Low,1.098612289,Rare,I
A&N Islands,0,Kidnapping to Murder,2022,Children,890,0,219834,0,0,0,175.5,7369,Low,0,Rare,I
Chandigarh,0,Kidnapping to Murder,2022,Children,3812,0,219834,0,0,0,185,7369,Low,0,Rare,I
D&N Haveli and Daman & Diu,0,Kidnapping to Murder,2022,Children,1792,0,219834,0,0,0,169,7369,Low,0,Rare,I
Delhi,1,Kidnapping to Murder,2022,Children,337892,2.96E-06,219834,0.000454889,0,inf,170,5151,Low,0.693147181,Rare,I
Jammu & Kashmir,2,Kidnapping to Murder,2022,Children,34632,5.78E-05,219834,0.000909777,0,inf,125.5,4633.5,Low,1.098612289,Rare,I
Ladakh,0,Kidnapping to Murder,2022,Children,527,0,219834,0,0,0,152.5,7369,Low,0,Rare,I
Lakshadweep,0,Kidnapping to Murder,2022,Children,141,0,219834,0,0,0,146.5,7369,Low,0,Rare,I
Puducherry,0,Kidnapping to Murder,2022,Children,4303,0,219834,0,0,0,164.5,7369,Low,0,Rare,I
Andhra Pradesh,0,Kidnapping for Ransom,2022,Children,209688,0,219834,0,0,0,234,7369,Low,0,Rare,I
Arunachal Pradesh,0,Kidnapping for Ransom,2022,Children,3253,0,219834,0,0,0,186.5,7369,Low,0,Rare,I
Assam,5,Kidnapping for Ransom,2022,Children,117651,4.25E-05,219834,0.002274443,6,-16.66666667,150,3919.5,Low,1.791759469,Rare,I
Bihar,14,Kidnapping for Ransom,2022,Children,345176,4.06E-05,219834,0.006368442,5,180,111.5,3125,Low,2.708050201,Rare,I
Chhattisgarh,2,Kidnapping for Ransom,2022,Children,118806,1.68E-05,219834,0.000909777,0,inf,157.5,4633.5,Low,1.098612289,Rare,I
Goa,0,Kidnapping for Ransom,2022,Children,3516,0,219834,0,0,0,187,7369,Low,0,Rare,I
Gujarat,1,Kidnapping for Ransom,2022,Children,158905,6.29E-06,219834,0.000454889,2,-50,199,5151,Low,0.693147181,Rare,I
Haryana,5,Kidnapping for Ransom,2022,Children,156840,3.19E-05,219834,0.002274443,1,400,158,3919.5,Low,1.791759469,Rare,I
Himachal Pradesh,0,Kidnapping for Ransom,2022,Children,19548,0,219834,0,0,0,205,7369,Low,0,Rare,I
Jharkhand,11,Kidnapping for Ransom,2022,Children,71319,0.000154237,219834,0.005003776,2,450,128,3304,Low,2.48490665,Rare,I
Karnataka,5,Kidnapping for Ransom,2022,Children,194040,2.58E-05,219834,0.002274443,0,inf,163.5,3919.5,Low,1.791759469,Rare,I
Kerala,2,Kidnapping for Ransom,2022,Children,265915,7.52E-06,219834,0.000909777,0,inf,182.5,4633.5,Low,1.098612289,Rare,I
Madhya Pradesh,5,Kidnapping for Ransom,2022,Children,466425,1.07E-05,219834,0.002274443,1,400,175,3919.5,Low,1.791759469,Rare,I
Maharashtra,8,Kidnapping for Ransom,2022,Children,515343,1.55E-05,219834,0.00363911,4,100,180.5,3550,Low,2.197224577,Rare,I
Manipur,0,Kidnapping for Ransom,2022,Children,3876,0,219834,0,0,0,196.5,7369,Low,0,Rare,I
Meghalaya,2,Kidnapping for Ransom,2022,Children,4567,0.000437924,219834,0.000909777,0,inf,109.5,4633.5,Low,1.098612289,Rare,I
Mizoram,0,Kidnapping for Ransom,2022,Children,3946,0,219834,0,0,0,176,7369,Low,0,Rare,I
Nagaland,1,Kidnapping for Ransom,2022,Children,1167,0.000856898,219834,0.000454889,0,inf,66,5151,Low,0.693147181,Rare,I
Odisha,0,Kidnapping for Ransom,2022,Children,223081,0,219834,0,0,0,207,7369,Low,0,Rare,I
Punjab,0,Kidnapping for Ransom,2022,Children,59166,0,219834,0,2,-100,222,7369,Low,0,Rare,I
Rajasthan,5,Kidnapping for Ransom,2022,Children,320272,1.56E-05,219834,0.002274443,0,inf,157,3919.5,Low,1.791759469,Rare,I
Sikkim,0,Kidnapping for Ransom,2022,Children,995,0,219834,0,0,0,168,7369,Low,0,Rare,I
Tamil Nadu,3,Kidnapping for Ransom,2022,Children,250987,1.20E-05,219834,0.001364666,0,inf,178.5,4336,Low,1.386294361,Rare,I
Telangana,0,Kidnapping for Ransom,2022,Children,219688,0,219834,0,0,0,231,7369,Low,0,Rare,I
Tripura,1,Kidnapping for Ransom,2022,Children,5809,0.000172147,219834,0.000454889,0,inf,105.5,5151,Low,0.693147181,Rare,I
Uttar Pradesh,9,Kidnapping for Ransom,2022,Children,583589,1.54E-05,219834,0.004093998,14,-35.71428571,169.5,3456,Low,2.302585093,Rare,I
Uttarakhand,1,Kidnapping for Ransom,2022,Children,26609,3.76E-05,219834,0.000454889,0,inf,143,5151,Low,0.693147181,Rare,I
West Bengal,4,Kidnapping for Ransom,2022,Children,231029,1.73E-05,219834,0.001819555,2,100,146.5,4117,Low,1.609437912,Rare,I
A&N Islands,0,Kidnapping for Ransom,2022,Children,890,0,219834,0,0,0,175.5,7369,Low,0,Rare,I
Chandigarh,1,Kidnapping for Ransom,2022,Children,3812,0.000262329,219834,0.000454889,0,inf,98.5,5151,Low,0.693147181,Rare,I
D&N Haveli and Daman & Diu,0,Kidnapping for Ransom,2022,Children,1792,0,219834,0,0,0,169,7369,Low,0,Rare,I
Delhi,5,Kidnapping for Ransom,2022,Children,337892,1.48E-05,219834,0.002274443,1,400,124,3919.5,Low,1.791759469,Rare,I
Jammu & Kashmir,0,Kidnapping for Ransom,2022,Children,34632,0,219834,0,2,-100,207.5,7369,Low,0,Rare,I
Ladakh,0,Kidnapping for Ransom,2022,Children,527,0,219834,0,0,0,152.5,7369,Low,0,Rare,I
Lakshadweep,0,Kidnapping for Ransom,2022,Children,141,0,219834,0,0,0,146.5,7369,Low,0,Rare,I
Puducherry,0,Kidnapping for Ransom,2022,Children,4303,0,219834,0,0,0,164.5,7369,Low,0,Rare,I
Andhra Pradesh,58,Kidnapping Minor Girls for Marriage,2022,Children,209688,0.000276601,219834,0.026383544,0,inf,102,2064.5,Low,4.077537444,Rare,I
Arunachal Pradesh,2,Kidnapping Minor Girls for Marriage,2022,Children,3253,0.000614817,219834,0.000909777,0,inf,81,4633.5,Low,1.098612289,Rare,I
Assam,463,Kidnapping Minor Girls for Marriage,2022,Children,117651,0.003935368,219834,0.210613463,5,9160,52.5,1006,Low,6.139884552,Rare,I
Bihar,2905,Kidnapping Minor Girls for Marriage,2022,Children,345176,0.008415996,219834,1.321451641,14,20650,15.5,327.5,Low,7.974532844,Rare,I
Chhattisgarh,62,Kidnapping Minor Girls for Marriage,2022,Children,118806,0.000521859,219834,0.028203099,2,3000,73.5,2020.5,Low,4.143134726,Rare,I
Goa,0,Kidnapping Minor Girls for Marriage,2022,Children,3516,0,219834,0,0,0,187,7369,Low,0,Rare,I
Gujarat,483,Kidnapping Minor Girls for Marriage,2022,Children,158905,0.003039552,219834,0.219711237,1,48200,39.5,993,Low,6.182084907,Rare,I
Haryana,226,Kidnapping Minor Girls for Marriage,2022,Children,156840,0.001440959,219834,0.102804844,5,4420,75.5,1328.5,Low,5.424950017,Rare,I
Himachal Pradesh,196,Kidnapping Minor Girls for Marriage,2022,Children,19548,0.010026601,219834,0.089158183,0,inf,25,1398.5,Low,5.283203729,Rare,I
Jharkhand,147,Kidnapping Minor Girls for Marriage,2022,Children,71319,0.002061162,219834,0.066868637,11,1236.363636,57.5,1532.5,Low,4.997212274,Rare,I
Karnataka,33,Kidnapping Minor Girls for Marriage,2022,Children,194040,0.000170068,219834,0.015011327,5,560,107.5,2452.5,Low,3.526360525,Rare,I
Kerala,26,Kidnapping Minor Girls for Marriage,2022,Children,265915,9.78E-05,219834,0.011827106,2,1200,115.5,2639,Low,3.295836866,Rare,I
Madhya Pradesh,1262,Kidnapping Minor Girls for Marriage,2022,Children,466425,0.002705687,219834,0.574069525,5,25140,44.5,585.5,Low,7.141245122,Rare,I
Maharashtra,292,Kidnapping Minor Girls for Marriage,2022,Children,515343,0.000566613,219834,0.132827497,8,3550,78,1202,Low,5.680172609,Rare,I
Manipur,3,Kidnapping Minor Girls for Marriage,2022,Children,3876,0.000773994,219834,0.001364666,0,inf,80.5,4336,Low,1.386294361,Rare,I
Meghalaya,0,Kidnapping Minor Girls for Marriage,2022,Children,4567,0,219834,0,2,-100,198.5,7369,Low,0,Rare,I
Mizoram,0,Kidnapping Minor Girls for Marriage,2022,Children,3946,0,219834,0,0,0,176,7369,Low,0,Rare,I
Nagaland,0,Kidnapping Minor Girls for Marriage,2022,Children,1167,0,219834,0,1,-100,166,7369,Low,0,Rare,I
Odisha,50,Kidnapping Minor Girls for Marriage,2022,Children,223081,0.000224134,219834,0.022744434,0,inf,76.5,2159.5,Low,3.931825633,Rare,I
Punjab,1367,Kidnapping Minor Girls for Marriage,2022,Children,59166,0.023104486,219834,0.621832838,0,inf,14.5,551.5,Low,7.221105098,Rare,I
Rajasthan,226,Kidnapping Minor Girls for Marriage,2022,Children,320272,0.00070565,219834,0.102804844,5,4420,70.5,1328.5,Low,5.424950017,Rare,I
Sikkim,1,Kidnapping Minor Girls for Marriage,2022,Children,995,0.001005025,219834,0.000454889,0,inf,69,5151,Low,0.693147181,Rare,I
Tamil Nadu,144,Kidnapping Minor Girls for Marriage,2022,Children,250987,0.000573735,219834,0.065503971,3,4700,73,1547,Low,4.976733742,Rare,I
Telangana,299,Kidnapping Minor Girls for Marriage,2022,Children,219688,0.001361021,219834,0.136011718,0,inf,69,1188,Low,5.703782475,Rare,I
Tripura,34,Kidnapping Minor Girls for Marriage,2022,Children,5809,0.005852987,219834,0.015466215,1,3300,30.5,2429.5,Low,3.555348061,Rare,I
Uttar Pradesh,3480,Kidnapping Minor Girls for Marriage,2022,Children,583589,0.005963101,219834,1.583012637,9,38566.66667,39,288.5,Low,8.155074888,Rare,I
Uttarakhand,5,Kidnapping Minor Girls for Marriage,2022,Children,26609,0.000187906,219834,0.002274443,1,400,109.5,3919.5,Low,1.791759469,Rare,I
West Bengal,419,Kidnapping Minor Girls for Marriage,2022,Children,231029,0.001813625,219834,0.190598361,4,10375,55.5,1055,Low,6.040254711,Rare,I
A&N Islands,0,Kidnapping Minor Girls for Marriage,2022,Children,890,0,219834,0,0,0,175.5,7369,Low,0,Rare,I
Chandigarh,8,Kidnapping Minor Girls for Marriage,2022,Children,3812,0.002098636,219834,0.00363911,1,700,51.5,3550,Low,2.197224577,Rare,I
D&N Haveli and Daman & Diu,0,Kidnapping Minor Girls for Marriage,2022,Children,1792,0,219834,0,0,0,169,7369,Low,0,Rare,I
Delhi,1,Kidnapping Minor Girls for Marriage,2022,Children,337892,2.96E-06,219834,0.000454889,5,-80,170,5151,Low,0.693147181,Rare,I
Jammu & Kashmir,10,Kidnapping Minor Girls for Marriage,2022,Children,34632,0.00028875,219834,0.004548887,0,inf,85,3375.5,Low,2.397895273,Rare,I
Ladakh,0,Kidnapping Minor Girls for Marriage,2022,Children,527,0,219834,0,0,0,152.5,7369,Low,0,Rare,I
Lakshadweep,0,Kidnapping Minor Girls for Marriage,2022,Children,141,0,219834,0,0,0,146.5,7369,Low,0,Rare,I
Puducherry,0,Kidnapping Minor Girls for Marriage,2022,Children,4303,0,219834,0,0,0,164.5,7369,Low,0,Rare,I
Andhra Pradesh,75,Procuration of Minor Girls,2022,Children,209688,0.000357674,219834,0.034116652,58,29.31034483,93.5,1886.5,Low,4.33073334,Rare,I
